id,language,sentence
418,Russian,У Тома хорошая работа в компьютерной фирме.
418,English,Tom has a good job in the computer industry.
418,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2158156
419,Esperanto,"Mi aĉetis tiun libron por mi, ne por mia edzino."
419,Russian,"Эту книгу я купил для себя, а не для жены."
419,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1253632
420,English,He went out of his way to help her.
420,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8514819
421,German,Zu glauben ist schwer. Nichts zu glauben ist unmöglich.
421,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2288332
422,Italian,Io non ho idea di quanto costi.
422,English,I have no idea how much it costs.
422,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3306720
423,Polish,Ile jest jabłek?
423,English,How many apples are there?
423,Japanese,リンゴはいくつですか？
423,Spanish,¿Cuántas manzanas hay?
423,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/840179
424,Italian,Immagino che dovremmo andare ora.
424,English,I guess we should go now.
424,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6930548
425,Berber,Fkan-as assireg akken ad yesseqdec tamkarḍit.
425,Spanish,Le dieron permiso para usar la biblioteca.
425,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7092765
426,Russian,Его популярность идёт на спад.
426,English,His popularity is waning.
426,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5142958
427,Ukrainian,"Будь ласка, ніколи не лишай мене."
427,English,Please don't ever leave me.
427,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6279203
428,Esperanto,"Tio ne gravas, do ne atentu tion."
428,Russian,"Ничего страшного, не обращай внимания."
428,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8132241
429,Portuguese,Lhes dirás quem és tu?
429,English,Are you going to tell them who you are?
429,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8061933
430,Italian,Quell'uomo ha una scatola.
430,English,That man has one box.
430,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7152014
431,Esperanto,Dankon pro la spektado!
431,German,Danke fürs Zuschauen!
431,English,Thanks for watching.
431,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6213981
432,Spanish,"Si Dios está con nosotros, entonces ¿quién está en nuestra contra?"
432,English,"If God is with us, then who is against us?"
432,Esperanto,"Se Dio estas kun ni, kiu do estas kontraŭ ni?"
432,French,"Si Dieu est avec nous, alors qui est contre nous ?"
432,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/971468
433,Esperanto,Li senintence falis.
433,English,He fell accidentally.
433,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8737999
434,Spanish,No me puedo memorizar un poema así. Es demasiado largo.
434,English,I cannot memorize such a poem. It's too long.
434,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1687249
435,French,Tu ne pars pas jusqu'à ce que je dise que c'est d'accord.
435,English,You're not leaving until I say it's OK.
435,Esperanto,"Vi ne foriru antaŭ ol mi diros, ke estas en ordo."
435,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2402463
436,Italian,Vanno a costruire case in Scozia?
436,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7627200
437,French,Êtes-vous heureuse de faire cela ?
437,English,Are you happy doing that?
437,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7141576
438,Macedonian,"Фала, ти навистина ме разбираш!"
438,English,"Thanks, you do understand me!"
438,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4084006
439,Japanese,明日わたしはここにいない。
439,Mandarin Chinese,我明天不在这儿。
439,German,Morgen werde ich nicht hier sein.
439,English,Tomorrow I won't be here.
440,Berber,Yewɛeṛ ad am-d-iniɣ.
440,French,C'est difficile à dire.
440,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2001190
441,Turkish,O su içiyor.
441,English,She is drinking the water.
441,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4870117
442,Marathi,तिचे हात घाणेरडे आहेत.
442,English,Her hands are dirty.
442,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6814120
443,French,La production d'huile de palme contribue à la déforestation.
443,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8825310
444,English,He has a very masculine character.
444,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8416732
445,German,Wer hat deine Gefühle verletzt?
445,Toki Pona,jan seme li pakala e pilin sina?
445,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6854823
446,Berber,Ṛju ad ak-mleɣ anda ay ttmahaleɣ.
446,English,Let me show you where I work.
446,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8509925
447,Hungarian,Nem kell megpróbálnod.
447,English,You don't have to try.
447,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4469013
448,Finnish,"Se kuitenkin sai minut lumoihinsa ja usein tuijotin sitä, ikään kuin siihen olisi kätketty syvempi sanoma."
448,English,"However, it captivated me and I would stare often at it, as though there was a deeper message buried within."
448,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/824167
449,Italian,Ken ha fatto a Tom un'offerta che non poteva rifiutare.
449,English,Ken made Tom an offer he couldn't refuse.
449,Russian,"Кен сделал Тому предложение, от которого тот не мог отказаться."
449,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2728417
450,Polish,Nikt nie może wiedzieć wszystkiego.
450,German,Niemand kann alles wissen.
450,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8768368
451,Lithuanian,Gaidys visą naktį giedojo.
451,Esperanto,La koko kriis tra la tuta nokto.
451,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6933716
452,Esperanto,"En la kubo estas cilindro, kaj en la cilindro sfero."
452,German,Im Würfel gibt es einen Zylinder und im Zylinder eine Kugel.
452,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6571512
453,French,Pourrais-je travailler à temps partiel ?
453,English,Could I work part-time?
453,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2048828
454,Dutch,"Tom was gisteren uitzichtloos, want hij had veel geld verloren, en vandaag heeft hij een kater."
454,German,"Gestern war Tom verzweifelt, denn er hat viel Geld verloren, und heute hat er einen Kater."
454,French,"Hier Tom était désespéré, car il a perdu beaucoup d'argent, et aujourd'hui il a une gueule de bois."
454,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6540622
455,Esperanto,Ĉu li skribos?
455,English,Will he write?
455,Italian,Scriverà?
455,Lingua Franca Nova,Esce el va scrive?
455,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8731010
456,Italian,Non va a cercare qualcosa in Ucraina.
456,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7600808
457,Russian,Единственная свободная комната — на двоих.
457,German,Das einzige freie Zimmer ist ein Doppelzimmer.
457,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/407637
458,Marathi,आपण शिकलो की चंद्र पृथ्वीभोवती फिरतो.
458,English,We learned that the moon goes around the earth.
458,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2658372
459,German,"Was haben Tom und Maria gesagt, wie lange sie weg wären?"
459,English,How long did Tom and Mary say they'd be gone?
459,Esperanto,Kiom longe Tomo kaj Manjo laŭ si forestos?
459,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6964900
460,Portuguese,Teus filhos estão com você?
460,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8255215
461,Esperanto,"Mi ne povas diri, ke mi ege fieras pri tio, kion mi faris."
461,French,Je ne peux pas dire que je sois terriblement fier de ce que j'ai fait.
461,Hebrew,אינני יכול לומר שאני גאה במה שעשיתי.
461,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2038972
462,Spanish,¿Acaso nos conocemos?
462,Danish,Kender vi hinanden?
462,German,Kennen wir uns?
462,English,Do we know each other?
462,Finnish,Tunnemmeko toisemme?
463,English,It was the first time I had gone abroad.
463,Kabyle,Tella d tikkelt tamenzut ara ad rzuɣ beṛṛa n tmrut.
463,Russian,Это была моя первая поездка за границу.
463,Spanish,Era la primera vez que iba al extranjero.
464,Ukrainian,Я дуже відвертий.
464,English,I'm very outspoken.
464,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5975899
465,English,Tom isn't my boy.
465,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8964084
466,Russian,Он спал как убитый.
466,German,Er schlief wie ein Stein.
466,English,He slept like a log.
466,French,Il dormait à poings fermés.
467,Spanish,Nunca dije eso a Tom.
467,English,I never said that to Tom.
467,Hungarian,Ezt soha sem mondtam Tomnak.
467,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5208014
468,Turkish,Yarın büyük bir gündür.
468,English,Tomorrow is a big day.
468,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4069032
469,Esperanto,Ili amuziĝis dum la festo.
469,French,Ils se sont amusés à la fête.
469,Dutch,Ze hadden het naar hun zin op het feest.
469,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1938552
470,German,Ein Blick der Liebe und ein Wort der Ermunterung erreichen mehr als viele Vorwürfe.
470,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1426589
471,English,You should be having fun.
471,Turkish,Eğleniyor olmalısın.
471,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2954725
472,English,Did you see any birds?
472,Berber,Teẓṛiḍ igḍaḍ?
472,Esperanto,Ĉu vi vidis birdojn?
472,French,Avez-vous vu des oiseaux?
472,Hebrew,ראית ציפורים כלשהן?
473,English,Tom hasn't asked Mary to do that.
473,Berber,Tom werεad ur as-yessuter ara i Mary ad texdem aya.
473,Russian,Том не просил об этом Мэри.
473,Turkish,Tom Mary'den onu yapmasını istemedi.
474,German,Tom kam um 2.30 Uhr nach Hause.
474,Japanese,トムは2時半に帰宅した。
474,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2410190
475,Russian,"Это именно то, что нам было нужно."
475,English,This is just what we needed.
475,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6285695
476,Low German (Low Saxon),Dat füng an hell to warrn un bilütten kunn een wat sehn.
476,German,"Es begann, hell zu werden, und allmählich konnte man etwas sehen."
476,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/843292
477,Czech,Uvědomuješ si to?
477,English,Are you aware of it?
477,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8422094
478,Russian,Есть другие способы это сделать.
478,English,There are other ways to do this.
478,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7675173
479,Belarusian,Яна не гераіня.
479,English,She's no heroine.
479,Ukrainian,Вона не героїня.
479,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7193479
480,German,"Ich bekam mit, wie man sich gegen den Mann verbündete."
480,English,I saw the man get ganged up on.
480,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1947250
481,English,I don't think that Tom knows what Mary did last night.
481,Esperanto,"Mi ne pensas, ke Tomaso scias, kion Maria faris pasintnokte."
481,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7226603
482,Swedish,Var skulle du vilja åka nästa söndag?
482,English,Where would you like to go next Sunday?
482,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2030890
483,Portuguese,Não deixe o Tom tocar nisso.
483,English,Don't let Tom touch this.
483,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4930347
484,English,Tom looks disturbed.
484,Berber,Tom yettban-d icewwel.
484,French,Tom semble perturbé.
485,Russian,Он зажал мне рот руками.
485,Turkish,Eliyle ağzımı kapattı.
485,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4001175
486,Esperanto,La homoj ribelis kontraŭ la reĝo.
486,French,Les gens se révoltèrent contre le roi.
486,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1337923
487,Italian,Non andate a costruire fabbriche in Islanda?
487,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7621639
488,Macedonian,Можеби пак ќе го пробам ова подоцна.
488,English,I may try again later.
488,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4402485
489,Berber,Ur ɣseɣ ara ad zegleɣ asakal.
489,English,I don't want to miss the bus.
489,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8039005
490,Russian,Где тут можно купить забористой шмали?
